region,item_id,date_stata,price,date2,date4
2,420103,01jan2016,30.118181,01-01-2016,2016-01-01
2,420103,01feb2016,30.118181,01-02-2016,2016-02-01
2,420103,01mar2016,30.118181,01-03-2016,2016-03-01
2,420103,01apr2016,30.118181,01-04-2016,2016-04-01
2,420103,01may2016,30.181818,01-05-2016,2016-05-01
2,420103,01jun2016,30.181818,01-06-2016,2016-06-01
2,420103,01jul2016,30.236364,01-07-2016,2016-07-01
2,420103,01aug2016,30.236364,01-08-2016,2016-08-01
2,420103,01sep2016,30.236364,01-09-2016,2016-09-01
2,420103,01oct2016,30.299999,01-10-2016,2016-10-01
2,420103,01nov2016,30.745455,01-11-2016,2016-11-01
2,420103,01dec2016,30.40909,01-12-2016,2016-12-01
2,420103,01jan2017,30.40909,01-01-2017,2017-01-01
2,420103,01feb2017,30.40909,01-02-2017,2017-02-01
2,420103,01mar2017,30.40909,01-03-2017,2017-03-01
2,420103,01apr2017,30.40909,01-04-2017,2017-04-01
2,420103,01may2017,30.363636,01-05-2017,2017-05-01
2,420103,01jun2017,30.363636,01-06-2017,2017-06-01
2,420103,01jul2017,30.363636,01-07-2017,2017-07-01
2,420103,01aug2017,30.363636,01-08-2017,2017-08-01
2,420103,01sep2017,30.363636,01-09-2017,2017-09-01
2,420103,01oct2017,30.818182,01-10-2017,2017-10-01
2,420103,01nov2017,31,01-11-2017,2017-11-01
2,420103,01dec2017,31,01-12-2017,2017-12-01
2,420103,01jan2018,31,01-01-2018,2018-01-01
2,420103,01feb2018,31.355555,01-02-2018,2018-02-01
2,420103,01mar2018,31.355555,01-03-2018,2018-03-01
2,420103,01apr2018,31.227272,01-04-2018,2018-04-01
2,420103,01may2018,30,01-05-2018,2018-05-01
2,420103,01jun2018,30.25,01-06-2018,2018-06-01
2,420103,01jul2018,30.318182,01-07-2018,2018-07-01
2,420103,01aug2018,30.318182,01-08-2018,2018-08-01
2,420103,01sep2018,30.40909,01-09-2018,2018-09-01
2,420103,01oct2018,31.736364,01-10-2018,2018-10-01
2,420103,01nov2018,30.609091,01-11-2018,2018-11-01
2,420103,01dec2018,32.098999,01-12-2018,2018-12-01
2,420103,01jan2019,31.253334,01-01-2019,2019-01-01
2,420103,01feb2019,31.84,01-02-2019,2019-02-01
2,420103,01mar2019,32.16,01-03-2019,2019-03-01
2,420103,01apr2019,30.76,01-04-2019,2019-04-01
2,420103,01may2019,32.560001,01-05-2019,2019-05-01
2,420103,01jun2019,32.560001,01-06-2019,2019-06-01
2,420103,01jul2019,32.16,01-07-2019,2019-07-01
2,420103,01aug2019,31.700001,01-08-2019,2019-08-01
2,420103,01sep2019,31.860001,01-09-2019,2019-09-01
2,420103,01oct2019,32.751999,01-10-2019,2019-10-01
2,420103,01nov2019,32.751999,01-11-2019,2019-11-01
2,420103,01dec2019,32.751999,01-12-2019,2019-12-01
2,420103,01jan2020,31.854,01-01-2020,2020-01-01
2,420103,01feb2020,32.652,01-02-2020,2020-02-01
2,420103,01mar2020,32.652,01-03-2020,2020-03-01
2,420103,01apr2020,31.774,01-04-2020,2020-04-01
2,420103,01may2020,31.774,01-05-2020,2020-05-01
2,420103,01jun2020,31.814001,01-06-2020,2020-06-01
2,420103,01jul2020,32.052002,01-07-2020,2020-07-01
2,420103,01aug2020,30.452,01-08-2020,2020-08-01
2,420103,01sep2020,32.751999,01-09-2020,2020-09-01
2,420103,01oct2020,32.751999,01-10-2020,2020-10-01
2,420103,01nov2020,32.702,01-11-2020,2020-11-01
2,420103,01dec2020,32.702,01-12-2020,2020-12-01
2,420103,01jan2021,32.702,01-01-2021,2021-01-01
2,420103,01feb2021,32.052002,01-02-2021,2021-02-01
2,420103,01mar2021,32.052002,01-03-2021,2021-03-01
2,420103,01apr2021,32.052002,01-04-2021,2021-04-01
2,420103,01may2021,32.052002,01-05-2021,2021-05-01
